date_created,location,measurement,value
13/04/2021,Sông Vinh Kim - Cầu Ngang (gần Cầu Vinh Kim),Virus gây bệnhđốm trắng,Phát hiện
13/04/2021,Sông Hiệp Mỹ - Cầu Ngang (gần Cầu Hiệp Mỹ),Độ mặn(‰),15
13/04/2021,Sông Hiệp Mỹ - Cầu Ngang (gần Cầu Hiệp Mỹ),pH,7.5
13/04/2021,Sông Hiệp Mỹ - Cầu Ngang (gần Cầu Hiệp Mỹ),Kiềm(mg/l),125
13/04/2021,Sông Hiệp Mỹ - Cầu Ngang (gần Cầu Hiệp Mỹ),NH4/NH3(mg/l),0
13/04/2021,Sông Hiệp Mỹ - Cầu Ngang (gần Cầu Hiệp Mỹ),Nhiệt độ (0C),30
13/04/2021,Sông Hiệp Mỹ - Cầu Ngang (gần Cầu Hiệp Mỹ),Virus gây bệnhđốm trắng,Phát hiện
13/04/2021,Cống Thâu Râu -Mỹ Long Nam - Cầu Ngang,Độ mặn(‰),16
13/04/2021,Cống Thâu Râu -Mỹ Long Nam - Cầu Ngang,pH,8.0
13/04/2021,Cống Thâu Râu -Mỹ Long Nam - Cầu Ngang,Kiềm(mg/l),125
13/04/2021,Cống Thâu Râu -Mỹ Long Nam - Cầu Ngang,NH4/NH3(mg/l),0
13/04/2021,Cống Thâu Râu -Mỹ Long Nam - Cầu Ngang,Nhiệt độ (0C),31
13/04/2021,Cống Thâu Râu -Mỹ Long Nam - Cầu Ngang,Virus gây bệnhđốm trắng,Phát hiện
13/04/2021,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Độ mặn(‰),14
13/04/2021,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,pH,8.0
13/04/2021,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Kiềm(mg/l),90
13/04/2021,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,NH4/NH3(mg/l),0
13/04/2021,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Nhiệt độ (0C),30
13/04/2021,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Virus gây bệnhđốm trắng,Phát hiện
13/04/2021,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Độ mặn(‰),16
13/04/2021,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),pH,8.5
13/04/2021,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Kiềm(mg/l),90
13/04/2021,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),NH4/NH3(mg/l),0
13/04/2021,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Nhiệt độ (0C),30
13/04/2021,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Virus gây bệnhđốm trắng,Phát hiện
13/04/2021,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Độ mặn(‰),18
13/04/2021,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,pH,8.0
13/04/2021,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Kiềm(mg/l),120
13/04/2021,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,NH4/NH3(mg/l),0
13/04/2021,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Nhiệt độ (0C),29
13/04/2021,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Virus gây bệnhđốm trắng,Phát hiện
13/04/2021,Cống La Bang - Đôn Châu - Duyên Hải,Độ mặn(‰),17
13/04/2021,Cống La Bang - Đôn Châu - Duyên Hải,pH,7.5
13/04/2021,Cống La Bang - Đôn Châu - Duyên Hải,Kiềm(mg/l),80
13/04/2021,Cống La Bang - Đôn Châu - Duyên Hải,NH4/NH3(mg/l),0
13/04/2021,Cống La Bang - Đôn Châu - Duyên Hải,Nhiệt độ (0C),31
13/04/2021,Cống La Bang - Đôn Châu - Duyên Hải,Virus gây bệnhđốm trắng,Phát hiện
13/04/2021,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Độ mặn(‰),30
13/04/2021,Bến đò Phước Thiện - Đông Hải - Duyên Hải,pH,8.0
13/04/2021,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Kiềm(mg/l),90
13/04/2021,Bến đò Phước Thiện - Đông Hải - Duyên Hải,NH4/NH3(mg/l),0
13/04/2021,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Nhiệt độ (0C),29
13/04/2021,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Virus gây bệnhđốm trắng,
13/04/2021,HTX nghêu Thành Đạt - Hiệp Thạnh - TX. Duyên Hải,Độ mặn(‰),19
13/04/2021,HTX nghêu Thành Đạt - Hiệp Thạnh - TX. Duyên Hải,pH,8.5
13/04/2021,HTX nghêu Thành Đạt - Hiệp Thạnh - TX. Duyên Hải,Kiềm(mg/l),80
13/04/2021,HTX nghêu Thành Đạt - Hiệp Thạnh - TX. Duyên Hải,NH4/NH3(mg/l),
13/04/2021,HTX nghêu Thành Đạt - Hiệp Thạnh - TX. Duyên Hải,Nhiệt độ (0C),30
13/04/2021,HTX nghêu Thành Đạt - Hiệp Thạnh - TX. Duyên Hải,Virus gây bệnhđốm trắng,
13/04/2021,Vàm Hưng Mỹ - Châu Thành,Độ mặn(‰),8.4
13/04/2021,Vàm Hưng Mỹ - Châu Thành,pH,
13/04/2021,Vàm Hưng Mỹ - Châu Thành,Kiềm(mg/l),
13/04/2021,Vàm Hưng Mỹ - Châu Thành,NH4/NH3(mg/l),
13/04/2021,Vàm Hưng Mỹ - Châu Thành,Nhiệt độ (0C),
13/04/2021,Vàm Hưng Mỹ - Châu Thành,Virus gây bệnhđốm trắng,
13/04/2021,Vàm Trà Vinh - Tp. Trà Vinh,Độ mặn(‰),4
13/04/2021,Vàm Trà Vinh - Tp. Trà Vinh,pH,
13/04/2021,Vàm Trà Vinh - Tp. Trà Vinh,Kiềm(mg/l),
13/04/2021,Vàm Trà Vinh - Tp. Trà Vinh,NH4/NH3(mg/l),
13/04/2021,Vàm Trà Vinh - Tp. Trà Vinh,Nhiệt độ (0C),
13/04/2021,Vàm Trà Vinh - Tp. Trà Vinh,Virus gây bệnhđốm trắng,
13/04/2021,Cống Đức Mỹ - Càng Long,Độ mặn(‰),1
13/04/2021,Cống Đức Mỹ - Càng Long,pH,
13/04/2021,Cống Đức Mỹ - Càng Long,Kiềm(mg/l),
13/04/2021,Cống Đức Mỹ - Càng Long,NH4/NH3(mg/l),
13/04/2021,Cống Đức Mỹ - Càng Long,Nhiệt độ (0C),
13/04/2021,Cống Đức Mỹ - Càng Long,Virus gây bệnhđốm trắng,
13/04/2021,Vàm Cầu Quan - Tiểu Cần,Độ mặn(‰),5.3
13/04/2021,Vàm Cầu Quan - Tiểu Cần,pH,
13/04/2021,Vàm Cầu Quan - Tiểu Cần,Kiềm(mg/l),
13/04/2021,Vàm Cầu Quan - Tiểu Cần,NH4/NH3(mg/l),
13/04/2021,Vàm Cầu Quan - Tiểu Cần,Nhiệt độ (0C),
13/04/2021,Vàm Cầu Quan - Tiểu Cần,Virus gây bệnhđốm trắng,
13/04/2021,Vàm Trà Kha - Định An,Độ mặn(‰),12
13/04/2021,Vàm Trà Kha - Định An,pH,
13/04/2021,Vàm Trà Kha - Định An,Kiềm(mg/l),
13/04/2021,Vàm Trà Kha - Định An,NH4/NH3(mg/l),
13/04/2021,Vàm Trà Kha - Định An,Nhiệt độ (0C),
13/04/2021,Vàm Trà Kha - Định An,Virus gây bệnhđốm trắng,
04/06/2019,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),Độ mặn(‰),5
04/06/2019,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),pH,8.0
04/06/2019,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),Kiềm(mg/l),80
04/06/2019,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),NH4/NH3(mg/l),0
04/06/2019,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),Nhiệt độ (0C),29
04/06/2019,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),Virus gây bệnhđốm trắng,Không nhiễm
04/06/2019,Sông Vinh Kim - Cầu Ngang (gần Cầu Vinh Kim),Độ mặn(‰),2
04/06/2019,Sông Vinh Kim - Cầu Ngang (gần Cầu Vinh Kim),pH,7.5
04/06/2019,Sông Vinh Kim - Cầu Ngang (gần Cầu Vinh Kim),Kiềm(mg/l),80
04/06/2019,Sông Vinh Kim - Cầu Ngang (gần Cầu Vinh Kim),NH4/NH3(mg/l),0
04/06/2019,Sông Vinh Kim - Cầu Ngang (gần Cầu Vinh Kim),Nhiệt độ (0C),30
04/06/2019,Sông Vinh Kim - Cầu Ngang (gần Cầu Vinh Kim),Virus gây bệnhđốm trắng,Không nhiễm
04/06/2019,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Độ mặn(‰),9
04/06/2019,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),pH,8.0
04/06/2019,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Kiềm(mg/l),90
04/06/2019,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),NH4/NH3(mg/l),0
04/06/2019,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Nhiệt độ (0C),30
04/06/2019,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Virus gây bệnhđốm trắng,Không nhiễm
04/06/2019,Cống Thâu Râu -Mỹ LongNam- Cầu Ngang,Độ mặn(‰),9
04/06/2019,Cống Thâu Râu -Mỹ LongNam- Cầu Ngang,pH,8.0
04/06/2019,Cống Thâu Râu -Mỹ LongNam- Cầu Ngang,Kiềm(mg/l),90
04/06/2019,Cống Thâu Râu -Mỹ LongNam- Cầu Ngang,NH4/NH3(mg/l),0
04/06/2019,Cống Thâu Râu -Mỹ LongNam- Cầu Ngang,Nhiệt độ (0C),29
04/06/2019,Cống Thâu Râu -Mỹ LongNam- Cầu Ngang,Virus gây bệnhđốm trắng,Không nhiễm
04/06/2019,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Độ mặn(‰),12
04/06/2019,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,pH,8.0
04/06/2019,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Kiềm(mg/l),90
04/06/2019,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,NH4/NH3(mg/l),0
04/06/2019,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Nhiệt độ (0C),29
04/06/2019,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Virus gây bệnhđốm trắng,Không nhiễm
04/06/2019,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Độ mặn(‰),18
04/06/2019,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),pH,8.5
04/06/2019,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Kiềm(mg/l),90
04/06/2019,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),NH4/NH3(mg/l),0
04/06/2019,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Nhiệt độ (0C),30
04/06/2019,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Virus gây bệnhđốm trắng,Không nhiễm
04/06/2019,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Độ mặn(‰),8
04/06/2019,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,pH,8.0
04/06/2019,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Kiềm(mg/l),80
04/06/2019,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,NH4/NH3(mg/l),0
04/06/2019,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Nhiệt độ (0C),27
04/06/2019,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Virus gây bệnhđốm trắng,Không nhiễm
04/06/2019,Cống La Bang - Đôn Châu - Duyên Hải,Độ mặn(‰),10
04/06/2019,Cống La Bang - Đôn Châu - Duyên Hải,pH,7.5
04/06/2019,Cống La Bang - Đôn Châu - Duyên Hải,Kiềm(mg/l),70
04/06/2019,Cống La Bang - Đôn Châu - Duyên Hải,NH4/NH3(mg/l),0
04/06/2019,Cống La Bang - Đôn Châu - Duyên Hải,Nhiệt độ (0C),30
04/06/2019,Cống La Bang - Đôn Châu - Duyên Hải,Virus gây bệnhđốm trắng,Nhiễm bệnh
04/06/2019,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Độ mặn(‰),20
04/06/2019,Bến đò Phước Thiện - Đông Hải - Duyên Hải,pH,8.0
04/06/2019,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Kiềm(mg/l),90
04/06/2019,Bến đò Phước Thiện - Đông Hải - Duyên Hải,NH4/NH3(mg/l),0
04/06/2019,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Nhiệt độ (0C),29
04/06/2019,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Virus gây bệnhđốm trắng,
04/06/2019,Vàm Trà Kha - Định An - Trà Cú,Độ mặn(‰),4
04/06/2019,Vàm Trà Kha - Định An - Trà Cú,pH,8.0
04/06/2019,Vàm Trà Kha - Định An - Trà Cú,Kiềm(mg/l),90
04/06/2019,Vàm Trà Kha - Định An - Trà Cú,NH4/NH3(mg/l),0
04/06/2019,Vàm Trà Kha - Định An - Trà Cú,Nhiệt độ (0C),31
04/06/2019,Vàm Trà Kha - Định An - Trà Cú,Virus gây bệnhđốm trắng,
04/06/2019,HTX nghêu Thành Đạt - Hiệp Thạnh - TX.DH,Độ mặn(‰),13
04/06/2019,HTX nghêu Thành Đạt - Hiệp Thạnh - TX.DH,pH,8.2
04/06/2019,HTX nghêu Thành Đạt - Hiệp Thạnh - TX.DH,Kiềm(mg/l),80
04/06/2019,HTX nghêu Thành Đạt - Hiệp Thạnh - TX.DH,NH4/NH3(mg/l),0
04/06/2019,HTX nghêu Thành Đạt - Hiệp Thạnh - TX.DH,Nhiệt độ (0C),28
04/06/2019,HTX nghêu Thành Đạt - Hiệp Thạnh - TX.DH,Virus gây bệnhđốm trắng,
14/05/2019,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),Độ mặn(‰),7
14/05/2019,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),pH,8.0
14/05/2019,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),Kiềm(mg/l),80
14/05/2019,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),Nhiệt độ nước (oC),29
14/05/2019,Sông Vinh Kim - Cầu Ngang (gần Cầu Vinh Kim),Độ mặn(‰),0
14/05/2019,Sông Vinh Kim - Cầu Ngang (gần Cầu Vinh Kim),pH,7.5
14/05/2019,Sông Vinh Kim - Cầu Ngang (gần Cầu Vinh Kim),Kiềm(mg/l),70
14/05/2019,Sông Vinh Kim - Cầu Ngang (gần Cầu Vinh Kim),Nhiệt độ nước (oC),28
14/05/2019,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Độ mặn(‰),13
14/05/2019,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),pH,8.0
14/05/2019,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Kiềm(mg/l),100
14/05/2019,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Nhiệt độ nước (oC),30
14/05/2019,Cống Thâu Râu -Mỹ LongNam- Cầu Ngang,Độ mặn(‰),14
14/05/2019,Cống Thâu Râu -Mỹ LongNam- Cầu Ngang,pH,8.0
14/05/2019,Cống Thâu Râu -Mỹ LongNam- Cầu Ngang,Kiềm(mg/l),90
14/05/2019,Cống Thâu Râu -Mỹ LongNam- Cầu Ngang,Nhiệt độ nước (oC),31
14/05/2019,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Độ mặn(‰),13
14/05/2019,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,pH,8.0
14/05/2019,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Kiềm(mg/l),90
14/05/2019,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Nhiệt độ nước (oC),28
14/05/2019,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Độ mặn(‰),20
14/05/2019,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),pH,8.5
14/05/2019,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Kiềm(mg/l),90
14/05/2019,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Nhiệt độ nước (oC),30
14/05/2019,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Độ mặn(‰),8
14/05/2019,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,pH,8.0
14/05/2019,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Kiềm(mg/l),90
14/05/2019,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Nhiệt độ nước (oC),27
14/05/2019,Cống La Bang - Đôn Châu - Duyên Hải,Độ mặn(‰),8
14/05/2019,Cống La Bang - Đôn Châu - Duyên Hải,pH,7.5
14/05/2019,Cống La Bang - Đôn Châu - Duyên Hải,Kiềm(mg/l),70
14/05/2019,Cống La Bang - Đôn Châu - Duyên Hải,Nhiệt độ nước (oC),29
14/05/2019,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Độ mặn(‰),17
14/05/2019,Bến đò Phước Thiện - Đông Hải - Duyên Hải,pH,7.8
14/05/2019,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Kiềm(mg/l),80
14/05/2019,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Nhiệt độ nước (oC),29
14/05/2019,Vàm Trà Kha - Định An - Trà Cú,Độ mặn(‰),6
14/05/2019,Vàm Trà Kha - Định An - Trà Cú,pH,8.0
14/05/2019,Vàm Trà Kha - Định An - Trà Cú,Kiềm(mg/l),90
14/05/2019,Vàm Trà Kha - Định An - Trà Cú,Nhiệt độ nước (oC),31
14/05/2019,HTX nghêu Thành Đạt - Hiệp Thạnh - TX.DH,Độ mặn(‰),10
14/05/2019,HTX nghêu Thành Đạt - Hiệp Thạnh - TX.DH,pH,7.9
14/05/2019,HTX nghêu Thành Đạt - Hiệp Thạnh - TX.DH,Kiềm(mg/l),70
14/05/2019,HTX nghêu Thành Đạt - Hiệp Thạnh - TX.DH,Nhiệt độ nước (oC),31
10/07/2020,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),Độ mặn(‰),0
10/07/2020,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),pH,7.8
10/07/2020,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),Kiềm(mg/l),60
10/07/2020,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),Nhiệt độ nước (oC),28
10/07/2020,Sông Vinh Kim - Cầu Ngang (gần Cầu Vinh Kim),Độ mặn(‰),0
10/07/2020,Sông Vinh Kim - Cầu Ngang (gần Cầu Vinh Kim),pH,7.5
10/07/2020,Sông Vinh Kim - Cầu Ngang (gần Cầu Vinh Kim),Kiềm(mg/l),70
10/07/2020,Sông Vinh Kim - Cầu Ngang (gần Cầu Vinh Kim),Nhiệt độ nước (oC),29
10/07/2020,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,Độ mặn(‰),10
10/07/2020,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,pH,8.0
10/07/2020,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,Kiềm(mg/l),110
10/07/2020,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,Nhiệt độ nước (oC),29
10/07/2020,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Độ mặn(‰),10
10/07/2020,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,pH,8.0
10/07/2020,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Kiềm(mg/l),100
10/07/2020,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Nhiệt độ nước (oC),29
10/07/2020,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Độ mặn(‰),6
10/07/2020,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),pH,8.0
10/07/2020,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Kiềm(mg/l),140
10/07/2020,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Nhiệt độ nước (oC),29
10/07/2020,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Độ mặn(‰),14
10/07/2020,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),pH,8.5
10/07/2020,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Kiềm(mg/l),90
10/07/2020,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Nhiệt độ nước (oC),28
10/07/2020,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Độ mặn(‰),9
10/07/2020,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,pH,7.5
10/07/2020,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Kiềm(mg/l),140
10/07/2020,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Nhiệt độ nước (oC),28
10/07/2020,Cống La Bang - Đôn Châu - Duyên Hải,Độ mặn(‰),8
10/07/2020,Cống La Bang - Đôn Châu - Duyên Hải,pH,7.0
10/07/2020,Cống La Bang - Đôn Châu - Duyên Hải,Kiềm(mg/l),70
10/07/2020,Cống La Bang - Đôn Châu - Duyên Hải,Nhiệt độ nước (oC),30
10/07/2020,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Độ mặn(‰),23
10/07/2020,Bến đò Phước Thiện - Đông Hải - Duyên Hải,pH,7.9
10/07/2020,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Kiềm(mg/l),90
10/07/2020,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Nhiệt độ nước (oC),29
10/07/2020,Vàm Trà Kha - Định An - Trà Cú,Độ mặn(‰),5
10/07/2020,Vàm Trà Kha - Định An - Trà Cú,pH,7.5
10/07/2020,Vàm Trà Kha - Định An - Trà Cú,Kiềm(mg/l),70
10/07/2020,Vàm Trà Kha - Định An - Trà Cú,Nhiệt độ nước (oC),28
10/07/2020,HTX nghêu Thành Đạt - Hiệp Thạnh - TX. Duyên Hải,Độ mặn(‰),10
10/07/2020,HTX nghêu Thành Đạt - Hiệp Thạnh - TX. Duyên Hải,pH,8.2
10/07/2020,HTX nghêu Thành Đạt - Hiệp Thạnh - TX. Duyên Hải,Kiềm(mg/l),90
10/07/2020,HTX nghêu Thành Đạt - Hiệp Thạnh - TX. Duyên Hải,Nhiệt độ nước (oC),29
10/07/2020,HTX nghêu Thành Công - Mỹ Long Nam - Cầu Ngang,Độ mặn(‰),12
10/07/2020,HTX nghêu Thành Công - Mỹ Long Nam - Cầu Ngang,pH,8.0
10/07/2020,HTX nghêu Thành Công - Mỹ Long Nam - Cầu Ngang,Kiềm(mg/l),120
10/07/2020,HTX nghêu Thành Công - Mỹ Long Nam - Cầu Ngang,Nhiệt độ nước (oC),30
25/07/2023,Sông Cổ Chiên - Châu Thành (Cầu Rạch Gốc),Độ mặn(‰),0
25/07/2023,Sông Cổ Chiên - Châu Thành (Cầu Rạch Gốc),pH,7.5
25/07/2023,Sông Cổ Chiên - Châu Thành (Cầu Rạch Gốc),Kiềm(mg/l),90
25/07/2023,Sông Cổ Chiên - Châu Thành (Cầu Rạch Gốc),Oxy (mg/l),3.0
25/07/2023,Sông Cổ Chiên - Châu Thành (Cầu Rạch Gốc),Nhiệt độ nước (oC),28
25/07/2023,Bến phà Long Hưng - Hòa Minh - Châu Thành,Độ mặn(‰),0
25/07/2023,Bến phà Long Hưng - Hòa Minh - Châu Thành,pH,7.5
25/07/2023,Bến phà Long Hưng - Hòa Minh - Châu Thành,Kiềm(mg/l),72
25/07/2023,Bến phà Long Hưng - Hòa Minh - Châu Thành,Oxy (mg/l),4.0
25/07/2023,Bến phà Long Hưng - Hòa Minh - Châu Thành,Nhiệt độ nước (oC),28
25/07/2023,Sông Vinh Kim - Cầu Ngang,Độ mặn(‰),0
25/07/2023,Sông Vinh Kim - Cầu Ngang,pH,7.5
25/07/2023,Sông Vinh Kim - Cầu Ngang,Kiềm(mg/l),90
25/07/2023,Sông Vinh Kim - Cầu Ngang,Oxy (mg/l),3.0
25/07/2023,Sông Vinh Kim - Cầu Ngang,Nhiệt độ nước (oC),27
25/07/2023,Sông Hiệp Mỹ - Cầu Ngang (gần Cầu Hiệp Mỹ),Độ mặn(‰),2
25/07/2023,Sông Hiệp Mỹ - Cầu Ngang (gần Cầu Hiệp Mỹ),pH,8.0
25/07/2023,Sông Hiệp Mỹ - Cầu Ngang (gần Cầu Hiệp Mỹ),Kiềm(mg/l),90
25/07/2023,Sông Hiệp Mỹ - Cầu Ngang (gần Cầu Hiệp Mỹ),Oxy (mg/l),4.0
25/07/2023,Sông Hiệp Mỹ - Cầu Ngang (gần Cầu Hiệp Mỹ),Nhiệt độ nước (oC),27
25/07/2023,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,Độ mặn(‰),6
25/07/2023,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,pH,7.5
25/07/2023,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,Kiềm(mg/l),72
25/07/2023,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,Oxy (mg/l),3.0
25/07/2023,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,Nhiệt độ nước (oC),27
25/07/2023,Sông Long Toàn - TX. Duyên Hải (Cầu Long Toàn),Độ mặn(‰),13
25/07/2023,Sông Long Toàn - TX. Duyên Hải (Cầu Long Toàn),pH,7.5
25/07/2023,Sông Long Toàn - TX. Duyên Hải (Cầu Long Toàn),Kiềm(mg/l),72
25/07/2023,Sông Long Toàn - TX. Duyên Hải (Cầu Long Toàn),Oxy (mg/l),4.0
25/07/2023,Sông Long Toàn - TX. Duyên Hải (Cầu Long Toàn),Nhiệt độ nước (oC),29
25/07/2023,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Độ mặn(‰),7
25/07/2023,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,pH,7.5
25/07/2023,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Kiềm(mg/l),72
25/07/2023,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Oxy (mg/l),3.0
25/07/2023,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Nhiệt độ nước (oC),28
25/07/2023,HTX nghêu Thành Đạt - Hiệp Thạnh - TX. Duyên Hải,Độ mặn(‰),10
25/07/2023,HTX nghêu Thành Đạt - Hiệp Thạnh - TX. Duyên Hải,pH,8.0
25/07/2023,HTX nghêu Thành Đạt - Hiệp Thạnh - TX. Duyên Hải,Kiềm(mg/l),90
25/07/2023,HTX nghêu Thành Đạt - Hiệp Thạnh - TX. Duyên Hải,Oxy (mg/l),4.0
25/07/2023,HTX nghêu Thành Đạt - Hiệp Thạnh - TX. Duyên Hải,Nhiệt độ nước (oC),29
25/07/2023,Cống La Bang - Đôn Châu - Duyên Hải,Độ mặn(‰),2
25/07/2023,Cống La Bang - Đôn Châu - Duyên Hải,pH,7.5
25/07/2023,Cống La Bang - Đôn Châu - Duyên Hải,Kiềm(mg/l),72
25/07/2023,Cống La Bang - Đôn Châu - Duyên Hải,Oxy (mg/l),3.0
25/07/2023,Cống La Bang - Đôn Châu - Duyên Hải,Nhiệt độ nước (oC),28
25/07/2023,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Độ mặn(‰),4
